cohort_week,classic_d1,classic_d7,classic_d30,rolling_d1,rolling_d7,rolling_d30,eligible_d1,eligible_d7,eligible_d30
2024-07-15,0.14473684210526316,0.14473684210526316,0.039473684210526314,0.7763157894736842,0.6578947368421053,0.35526315789473684,76.0,76.0,76.0
2024-07-22,0.12658227848101267,0.17721518987341772,0.06329113924050633,0.759493670886076,0.6075949367088608,0.31645569620253167,79.0,79.0,79.0
2024-07-29,0.2441860465116279,0.26744186046511625,0.023255813953488372,0.8023255813953488,0.6976744186046512,0.4418604651162791,86.0,86.0,86.0
2024-08-05,0.1566265060240964,0.13253012048192772,0.08433734939759036,0.8433734939759037,0.7108433734939759,0.46987951807228917,83.0,83.0,83.0
2024-08-12,0.16304347826086957,0.20652173913043478,0.03260869565217391,0.8586956521739131,0.7065217391304348,0.34782608695652173,92.0,92.0,92.0
2024-08-19,0.23255813953488372,0.12790697674418605,0.06976744186046512,0.7674418604651163,0.686046511627907,0.4418604651162791,86.0,86.0,86.0
2024-08-26,0.22641509433962265,0.18867924528301888,0.05660377358490566,0.8773584905660378,0.7358490566037735,0.4056603773584906,106.0,106.0,106.0
2024-09-02,0.2,0.1375,0.0625,0.775,0.7125,0.3625,80.0,80.0,80.0
2024-09-09,0.1794871794871795,0.20512820512820512,0.0641025641025641,0.782051282051282,0.6410256410256411,0.41025641025641024,78.0,78.0,78.0
2024-09-16,0.21176470588235294,0.15294117647058825,0.047058823529411764,0.8352941176470589,0.6823529411764706,0.3764705882352941,85.0,85.0,85.0
2024-09-23,0.20270270270270271,0.1891891891891892,0.13513513513513514,0.8783783783783784,0.7432432432432432,0.44594594594594594,74.0,74.0,74.0
2024-09-30,0.20512820512820512,0.20512820512820512,0.02564102564102564,0.8846153846153846,0.7564102564102564,0.3974358974358974,78.0,78.0,78.0
2024-10-07,0.136986301369863,0.1643835616438356,0.0821917808219178,0.8082191780821918,0.6986301369863014,0.4931506849315068,73.0,73.0,73.0
2024-10-14,0.15476190476190477,0.15476190476190477,0.08333333333333333,0.7619047619047619,0.6666666666666666,0.36904761904761907,84.0,84.0,84.0
2024-10-21,0.19230769230769232,0.21794871794871795,0.038461538461538464,0.8589743589743589,0.7692307692307693,0.44871794871794873,78.0,78.0,78.0
2024-10-28,0.2564102564102564,0.14102564102564102,0.02564102564102564,0.8589743589743589,0.6282051282051282,0.23076923076923078,78.0,78.0,78.0
2024-11-04,0.24691358024691357,0.1728395061728395,0.06172839506172839,0.9382716049382716,0.7901234567901234,0.38271604938271603,81.0,81.0,81.0
2024-11-11,0.2247191011235955,0.12359550561797752,0.056179775280898875,0.7865168539325843,0.6404494382022472,0.38202247191011235,89.0,89.0,89.0
2024-11-18,0.2112676056338028,0.16901408450704225,0.04225352112676056,0.8450704225352113,0.7323943661971831,0.29577464788732394,71.0,71.0,71.0
2024-11-25,0.20512820512820512,0.1794871794871795,0.0,0.8461538461538461,0.6923076923076923,0.05128205128205128,39.0,39.0,39.0
2024-12-02,0.25,0.25,,0.75,0.75,,4.0,4.0,
